Ano de referência;Unidade da Federação;Número de controle;Número de série;Tipo de entrevista;Total de moradores;Total de moradores de 10 anos ou mais;Tipo do domicílio;Número de cômodos do domicílio;Número de cômodos servindo de dormitório;Condição de ocupação do domicílio;Aluguel mensal pago no mês de referência;Prestação mensal paga no mês de referência;Tem acesso à Internet no próprio domicilio;Tem carro ou motocicleta de uso pessoal;Rendimento mensal domiciliar;Número de componentes do domícilio;Rendimento mensal domiciliar per capita
2015;Rio Grande do Sul;43001807;007;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;2;2331;2;1165
2015;Rio Grande do Sul;43001882;008;Realizada;6;5;Casa;6;3;Próprio – já pago;0;0;2;2;10;6;10
2015;Rio Grande do Sul;43001890;011;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;8;2100;2;1050
2015;Rio Grande do Sul;43002030;018;Realizada;6;4;Casa;6;2;Alugado;500;0;4;2;3103;6;517
2015;Rio Grande do Sul;43002064;007;Realizada;5;5;Casa;11;4;Próprio – já pago;0;0;2;6;5788;5;1157
2015;Rio Grande do Sul;43002200;013;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;2;1989;2;994
2015;Rio Grande do Sul;43002307;017;Realizada;2;2;Casa;9;1;Próprio – já pago;0;0;2;2;6000;2;3000
2015;Rio Grande do Sul;43002340;002;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;2;1500;2;750
2015;Rio Grande do Sul;43002463;006;Realizada;4;2;Casa;6;3;Próprio – já pago;0;0;2;2;2400;4;600
2015;Rio Grande do Sul;43002536;002;Realizada;2;2;Casa;10;2;Próprio – já pago;0;0;2;4;1426;2;713
2015;Rio Grande do Sul;43002560;009;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;2;3588;2;1794
2015;Rio Grande do Sul;43002668;011;Realizada;1;1;Casa;7;1;Alugado;650;0;4;8;0;1;0
2015;Rio Grande do Sul;43002722;002;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;3203;2;1601
2015;Rio Grande do Sul;43002838;014;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;2;2;3100;3;1033
2015;Rio Grande do Sul;43002900;002;Realizada;4;3;Casa;6;2;Próprio – já pago;0;0;2;2;4500;4;1125
2015;Rio Grande do Sul;43003060;006;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;2;1068;1;1068
2015;Rio Grande do Sul;43003095;011;Realizada;2;2;Casa;11;1;Próprio – já pago;0;0;2;2;3600;2;1800
2015;Rio Grande do Sul;43003168;007;Realizada;4;2;Casa;8;3;Alugado;1300;0;2;2;5000;4;1250
2015;Rio Grande do Sul;43003257;003;Realizada;2;2;Apartamento;9;1;Alugado;10;0;2;8;4050;2;2025
2015;Rio Grande do Sul;43003281;008;Realizada;3;3;Casa;8;2;Próprio – já pago;0;0;2;6;3500;3;1166
2015;Rio Grande do Sul;43003338;008;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;2;3400;2;1700
2015;Rio Grande do Sul;43003524;010;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;2;2576;3;858
2015;Rio Grande do Sul;43003583;001;Realizada;2;2;Casa;15;2;Próprio – já pago;0;0;2;2;12000;2;6000
2015;Rio Grande do Sul;43003672;008;Realizada;1;1;Apartamento;7;1;Próprio – já pago;0;0;4;8;4000;1;4000
2015;Rio Grande do Sul;43003702;010;Realizada;4;3;Apartamento;7;3;Próprio – já pago;0;0;4;2;8288;4;2072
2015;Rio Grande do Sul;43003915;018;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;2;8;2426;3;808
2015;Rio Grande do Sul;43003923;017;Realizada;2;2;Apartamento;5;1;Alugado;1200;0;2;2;10500;2;5250
2015;Rio Grande do Sul;43003923;030;Realizada;1;1;Apartamento;5;1;Próprio – ainda pagando;0;1500;2;8;7500;1;7500
2015;Rio Grande do Sul;43003974;012;Realizada;3;2;Casa;5;2;Alugado;750;0;4;8;2146;3;715
2015;Rio Grande do Sul;43004024;002;Realizada;2;2;Apartamento;8;2;Próprio – já pago;0;0;2;2;11000;2;5500
2015;Rio Grande do Sul;43004261;004;Realizada;1;1;Apartamento;5;1;Próprio – ainda pagando;0;223;2;8;3400;1;3400
2015;Rio Grande do Sul;43004415;003;Realizada;5;5;Apartamento;5;2;Alugado;1030;0;2;2;1500;5;300
2015;Rio Grande do Sul;43004431;011;Realizada;1;1;Apartamento;3;1;Alugado;680;0;2;2;1700;1;1700
2015;Rio Grande do Sul;43004628;001;Realizada;1;1;Casa;5;1;Outra condição;0;0;4;8;770;1;770
2015;Rio Grande do Sul;43004687;010;Realizada;1;1;Apartamento;8;1;Próprio – ainda pagando;0;900;2;2;6000;1;6000
2015;Rio Grande do Sul;43004741;013;Realizada;1;1;Apartamento;6;1;Próprio – já pago;0;0;2;2;1400;1;1400
2015;Rio Grande do Sul;43004768;015;Realizada;3;3;Apartamento;10;2;Próprio – já pago;0;0;2;2;28500;3;9500
2015;Rio Grande do Sul;43004822;007;Realizada;3;2;Apartamento;6;2;Alugado;800;0;2;2;3500;3;1166
2015;Rio Grande do Sul;43004822;010;Realizada;1;1;Apartamento;4;1;Próprio – já pago;0;0;2;8;1087;1;1087
2015;Rio Grande do Sul;43004920;005;Realizada;1;1;Apartamento;6;1;Próprio – já pago;0;0;2;2;2500;1;2500
2015;Rio Grande do Sul;43004920;012;Realizada;3;3;Apartamento;6;2;Próprio – já pago;0;0;2;2;22000;3;7333
2015;Rio Grande do Sul;43004954;009;Realizada;2;2;Apartamento;6;2;Próprio – já pago;0;0;2;2;8788;2;4394
2015;Rio Grande do Sul;43005055;005;Realizada;6;5;Casa;8;4;Próprio – já pago;0;0;2;8;1576;6;262
2015;Rio Grande do Sul;43005055;008;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;2;6;3000;2;1500
2015;Rio Grande do Sul;43005110;014;Realizada;3;2;Casa;2;1;Cedido de outra forma;0;0;2;8;112;3;37
2015;Rio Grande do Sul;43005152;001;Realizada;2;2;Apartamento;5;2;Alugado;500;0;2;8;2400;2;1200
2015;Rio Grande do Sul;43005217;004;Realizada;2;2;Apartamento;6;2;Próprio – já pago;0;0;2;2;2800;2;1400
2015;Rio Grande do Sul;43005233;008;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;2;2;5100;4;1275
2015;Rio Grande do Sul;43005330;006;Realizada;3;3;Apartamento;7;2;Cedido de outra forma;0;0;4;2;4600;3;1533
2015;Rio Grande do Sul;43005373;007;Realizada;3;2;Apartamento;5;2;Próprio – ainda pagando;0;174;2;2;1160;3;386
2015;Rio Grande do Sul;43005438;016;Realizada;4;3;Casa;5;2;Próprio – ainda pagando;0;150;2;6;5670;4;1417
2015;Rio Grande do Sul;43005551;015;Realizada;2;2;Apartamento;9;2;Próprio – já pago;0;0;2;2;7000;2;3500
2015;Rio Grande do Sul;43005721;010;Realizada;5;3;Apartamento;7;3;Alugado;600;0;2;2;1850;5;370
2015;Rio Grande do Sul;43005756;006;Realizada;2;2;Casa;6;1;Cedido de outra forma;0;0;2;2;925;2;462
2015;Rio Grande do Sul;43005829;009;Realizada;3;3;Casa;8;2;Próprio – ainda pagando;0;450;2;2;4000;3;1333
2015;Rio Grande do Sul;43005900;004;Realizada;1;1;Casa;1;1;Cedido por empregador;0;0;4;8;988;1;988
2015;Rio Grande do Sul;43006035;010;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;3700;3;1233
2015;Rio Grande do Sul;43006086;002;Realizada;1;1;Casa;3;1;Cedido por empregador;0;0;4;8;800;1;800
2015;Rio Grande do Sul;43006116;003;Realizada;3;3;Casa;5;3;Próprio – já pago;0;0;2;2;4576;3;1525
2015;Rio Grande do Sul;43006256;013;Realizada;3;3;Casa;10;2;Próprio – já pago;0;0;2;2;5388;3;1796
2015;Rio Grande do Sul;43006256;014;Realizada;1;1;Casa;10;1;Próprio – já pago;0;0;2;2;2500;1;2500
2015;Rio Grande do Sul;43006299;017;Realizada;3;3;Casa;7;2;Cedido de outra forma;0;0;2;2;890;3;296
2015;Rio Grande do Sul;43006485;002;Realizada;4;2;Casa;5;2;Próprio – já pago;0;0;2;2;1308;4;327
2015;Rio Grande do Sul;43006698;007;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;2;2;3600;3;1200
2015;Rio Grande do Sul;43006698;008;Realizada;1;1;Casa;7;1;Alugado;800;0;2;2;8000;1;8000
2015;Rio Grande do Sul;43006779;012;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Rio Grande do Sul;43006809;010;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Rio Grande do Sul;43006817;015;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;4;1588;2;794
2015;Rio Grande do Sul;43006825;003;Realizada;5;5;Casa;7;4;Próprio – já pago;0;0;2;8;648;5;129
2015;Rio Grande do Sul;43006825;009;Realizada;3;2;Casa;4;2;Cedido de outra forma;0;0;4;8;462;3;154
2015;Rio Grande do Sul;43006973;013;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;4;2;900;2;450
2015;Rio Grande do Sul;43007007;004;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;2;788;2;394
2015;Rio Grande do Sul;43007104;001;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;2;2;1576;2;788
2015;Rio Grande do Sul;43007155;004;Realizada;4;3;Casa;5;2;Cedido de outra forma;0;0;2;2;1746;4;436
2015;Rio Grande do Sul;43007155;011;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;2;1250;2;625
2015;Rio Grande do Sul;43007287;005;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;2;2;4200;3;1400
2015;Rio Grande do Sul;43007392;010;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;8;3288;3;1096
2015;Rio Grande do Sul;43007490;010;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;1600;1;1600
2015;Mato Grosso do Sul;50000055;005;Realizada;3;3;Casa;9;3;Alugado;350;0;2;2;1300;3;433
2015;Mato Grosso do Sul;50000110;017;Realizada;2;2;Casa;7;2;Próprio – ainda pagando;0;920;4;2;2576;2;1288
2015;Mato Grosso do Sul;50000136;004;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;2;2;6200;2;3100
2015;Mato Grosso do Sul;50000144;011;Realizada;4;4;Casa;7;2;Próprio – já pago;0;0;2;6;2200;4;550
2015;Mato Grosso do Sul;50000187;007;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;788;2;394
2015;Mato Grosso do Sul;50000217;003;Realizada;6;4;Casa;7;3;Próprio – já pago;0;0;2;2;6700;6;1116
2015;Mato Grosso do Sul;50000306;012;Realizada;3;1;Casa;8;1;Cedido de outra forma;0;0;4;8;300;3;100
2015;Mato Grosso do Sul;50000314;003;Realizada;5;4;Casa;6;3;Cedido por empregador;0;0;4;2;2400;5;480
2015;Mato Grosso do Sul;50000390;003;Realizada;3;2;Casa;4;1;Alugado;350;0;2;4;3078;3;1026
2015;Mato Grosso do Sul;50000497;003;Realizada;3;3;Casa;8;2;Próprio – já pago;0;0;4;2;3500;3;1166
2015;Mato Grosso do Sul;50000543;016;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;6;2756;3;918
2015;Mato Grosso do Sul;50000632;004;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;2;6400;4;1600
2015;Mato Grosso do Sul;50000659;001;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;2;7000;2;3500
2015;Mato Grosso do Sul;50000675;012;Realizada;3;3;Casa;10;2;Próprio – já pago;0;0;2;2;12500;3;4166
2015;Mato Grosso do Sul;50000705;004;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;6;3500;1;3500
2015;Mato Grosso do Sul;50000721;010;Realizada;5;5;Casa;9;2;Próprio – já pago;0;0;2;2;4318;5;863
2015;Mato Grosso do Sul;50000748;004;Realizada;3;3;Casa;5;2;Cedido de outra forma;0;0;4;8;3188;3;1062
2015;Mato Grosso do Sul;50000799;013;Realizada;4;3;Casa;5;2;Alugado;600;0;2;2;3800;4;950
2015;Mato Grosso do Sul;50001086;006;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;4;3120;3;1040
2015;Mato Grosso do Sul;50001108;004;Realizada;2;2;Casa;9;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Mato Grosso do Sul;50001116;007;Realizada;1;1;Casa;4;1;Cedido por empregador;0;0;2;4;1250;1;1250
2015;Mato Grosso do Sul;50001116;014;Realizada;2;2;Casa;5;1;Cedido por empregador;0;0;2;2;2355;2;1177
2015;Mato Grosso do Sul;50001191;008;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;4;8;1576;2;788
2015;Mato Grosso do Sul;50001299;003;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;1400;2;700
2015;Mato Grosso do Sul;50001400;013;Realizada;4;4;Casa;18;4;Próprio – já pago;0;0;2;2;5000;4;1250
2015;Mato Grosso do Sul;50001434;020;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;2620;3;873
2015;Mato Grosso do Sul;50001469;005;Realizada;4;3;Casa;5;2;Cedido de outra forma;0;0;4;6;4020;4;1005
2015;Mato Grosso do Sul;50001477;017;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;2;5710;4;1427
2015;Mato Grosso;51000016;018;Realizada;4;4;Casa;9;3;Próprio – já pago;0;0;2;2;7389;4;1847
2015;Mato Grosso;51000180;010;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;4;2364;2;1182
2015;Mato Grosso;51000490;009;Realizada;1;1;Casa;6;1;Cedido de outra forma;0;0;4;8;1538;1;1538
2015;Mato Grosso;51000504;010;Realizada;1;1;Apartamento;7;1;Próprio – já pago;0;0;2;2;6000;1;6000
2015;Mato Grosso;51000679;007;Realizada;4;4;Casa;5;2;Próprio – ainda pagando;0;700;2;8;5900;4;1475
2015;Mato Grosso;51000776;005;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;4;2;2600;2;1300
2015;Mato Grosso;51000814;010;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;2;7000;4;1750
2015;Mato Grosso;51000849;012;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;2;1500;2;750
2015;Mato Grosso;51000920;012;Realizada;3;2;Casa;5;2;Alugado;600;0;2;4;10;3;10
2015;Mato Grosso;51000920;014;Realizada;2;2;Casa;5;1;Alugado;1000;0;4;2;2000;2;1000
2015;Mato Grosso;51001039;002;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;4;2;3000;3;1000
2015;Mato Grosso;51001160;009;Realizada;3;1;Casa;5;2;Próprio – já pago;0;0;4;8;910;3;303
2015;Mato Grosso;51001209;014;Realizada;1;1;Casa;2;1;Próprio – já pago;0;0;4;8;189;1;189
2015;Mato Grosso;51001225;008;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Mato Grosso;51001365;004;Realizada;4;3;Casa;7;2;Próprio – já pago;0;0;4;6;1340;4;335
2015;Mato Grosso;51001381;003;Realizada;2;2;Casa;4;1;Alugado;600;0;2;2;5000;2;2500
2015;Mato Grosso;51001390;003;Realizada;5;3;Casa;6;2;Cedido de outra forma;0;0;4;6;1582;5;316
2015;Mato Grosso;51001446;015;Realizada;2;2;Casa;5;2;Cedido de outra forma;0;0;2;8;1388;2;694
2015;Mato Grosso;51001578;001;Realizada;5;3;Casa;5;2;Próprio – ainda pagando;0;500;4;4;2090;5;418
2015;Mato Grosso;51001608;017;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;6;950;3;316
2015;Mato Grosso;51001632;003;Realizada;2;2;Casa;2;1;Alugado;500;0;4;8;788;2;394
2015;Mato Grosso;51001632;008;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Mato Grosso;51001799;006;Realizada;1;1;Casa;3;1;Alugado;450;0;2;4;2100;1;2100
2015;Mato Grosso;51001829;005;Realizada;4;3;Casa;4;2;Próprio – já pago;0;0;4;2;2000;4;500
2015;Mato Grosso;51001870;007;Realizada;4;3;Casa;5;2;Alugado;450;0;2;8;4421;4;1105
2015;Mato Grosso;51002035;002;Realizada;2;2;Casa;6;2;Cedido por empregador;0;0;2;2;1988;2;994
2015;Mato Grosso;51002035;008;Realizada;2;2;Casa;2;1;Próprio – já pago;0;0;4;4;1500;2;750
2015;Goiás;52000036;016;Realizada;5;4;Casa;5;2;Próprio – ainda pagando;0;470;2;2;5600;5;1120
2015;Goiás;52000184;007;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;2;6;7700;3;2566
2015;Goiás;52000214;001;Realizada;3;3;Casa;5;2;Alugado;788;0;2;8;4000;3;1333
2015;Goiás;52000354;009;Realizada;2;2;Casa;7;1;Próprio – ainda pagando;0;310;2;2;6300;2;3150
2015;Goiás;52000435;009;Realizada;1;1;Casa;6;1;Próprio – ainda pagando;0;286;4;8;10;1;10
2015;Goiás;52000478;011;Realizada;2;2;Casa;4;1;Alugado;300;0;4;8;2364;2;1182
2015;Goiás;52000516;008;Realizada;3;3;Casa;4;2;Alugado;500;0;2;2;4000;3;1333
2015;Goiás;52000540;012;Realizada;5;5;Casa;6;2;Próprio – já pago;0;0;2;2;7400;5;1480
2015;Goiás;52000583;003;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;2;6;4600;4;1150
2015;Goiás;52000605;006;Realizada;4;4;Casa;8;3;Próprio – já pago;0;0;2;2;4740;4;1185
2015;Goiás;52000672;005;Realizada;5;5;Casa;4;2;Cedido de outra forma;0;0;2;2;2938;5;587
2015;Goiás;52000834;006;Realizada;4;4;Casa;8;3;Próprio – já pago;0;0;2;6;3000;4;750
2015;Goiás;52000893;006;Realizada;4;2;Casa;4;1;Alugado;350;0;4;8;1037;4;259
2015;Goiás;52000958;017;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;4;1576;3;525
2015;Goiás;52001199;017;Realizada;4;2;Casa;8;3;Alugado;2000;0;2;2;5000;4;1250
2015;Goiás;52001253;006;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;600;1;600
2015;Goiás;52001393;013;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;2;2;2400;2;1200
2015;Goiás;52001458;001;Realizada;3;2;Casa;7;3;Alugado;1200;0;2;2;3900;3;1300
2015;Goiás;52001482;016;Realizada;2;1;Apartamento;9;2;Alugado;750;0;2;2;2000;2;1000
2015;Goiás;52001490;006;Realizada;5;5;Casa;14;5;Próprio – já pago;0;0;2;2;20000;5;4000
2015;Goiás;52001504;002;Realizada;2;2;Apartamento;4;1;Alugado;470;0;2;8;4000;2;2000
2015;Goiás;52001504;015;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;870;1;870
2015;Goiás;52001571;011;Realizada;7;3;Casa;8;3;Próprio – já pago;0;0;2;2;5938;7;848
2015;Goiás;52001873;014;Realizada;3;3;Casa;5;2;Alugado;500;0;2;8;2200;3;733
2015;Goiás;52001911;005;Realizada;4;2;Casa;4;1;Alugado;450;0;2;2;2700;4;675
2015;Goiás;52001989;014;Realizada;4;2;Casa;4;2;Próprio – já pago;0;0;2;2;3500;4;875
2015;Goiás;52002004;006;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;4;8;2200;2;1100
2015;Goiás;52002020;002;Realizada;6;6;Casa;7;3;Próprio – já pago;0;0;2;2;5618;6;936
2015;Goiás;52002071;016;Realizada;7;6;Casa;5;3;Próprio – já pago;0;0;2;4;4250;7;607
2015;Goiás;52002080;007;Realizada;4;4;Casa;5;2;Alugado;789;0;2;2;2400;4;600
2015;Goiás;52002195;011;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;2;2;1800;2;900
2015;Goiás;52002250;013;Realizada;5;3;Casa;5;2;Cedido de outra forma;0;0;4;2;900;5;180
2015;Goiás;52002543;014;Realizada;2;2;Casa;6;1;Alugado;400;0;2;8;1300;2;650
2015;Goiás;52002780;001;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;1576;3;525
2015;Goiás;52002926;002;Realizada;6;4;Casa;7;3;Próprio – já pago;0;0;4;6;2100;6;350
2015;Goiás;52002926;004;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;6;2935;4;733
2015;Goiás;52003124;011;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;2;4;788;1;788
2015;Goiás;52003159;007;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;2;1500;3;500
2015;Goiás;52003329;009;Realizada;2;2;Casa;3;1;Alugado;600;0;4;8;1388;2;694
2015;Goiás;52003337;007;Realizada;5;5;Casa;12;3;Próprio – já pago;0;0;2;2;19550;5;3910
2015;Goiás;52003396;007;Realizada;3;2;Casa;9;2;Próprio – ainda pagando;0;150;2;6;4859;3;1619
2015;Goiás;52003418;013;Realizada;1;1;Casa;4;1;Cedido de outra forma;0;0;4;2;1600;1;1600
2015;Goiás;52003477;007;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;4;2;2310;3;770
2015;Goiás;52003507;005;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;1500;1;1500
2015;Goiás;52003680;009;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;2;8;788;2;394
2015;Goiás;52003710;018;Realizada;4;3;Casa;10;3;Cedido por empregador;0;0;2;2;1723;4;430
2015;Goiás;52003728;015;Realizada;3;2;N/A;0;0;NA;0;0; ; ;1988;3;662
2015;Goiás;52003752;015;Realizada;2;2;Casa;6;1;Alugado;550;0;4;8;2550;2;1275
2015;Goiás;52003760;017;Realizada;3;2;Casa;7;1;Próprio – já pago;0;0;4;2;3000;3;1000
2015;Goiás;52003876;007;Realizada;5;4;Casa;5;2;Alugado;500;0;4;8;4803;5;960
2015;Distrito Federal;53000021;016;Realizada;3;3;Apartamento;7;3;Alugado;3000;0;2;2;6704;3;2234
2015;Distrito Federal;53000030;002;Realizada;5;4;Apartamento;7;2;Próprio – já pago;0;0;2;2;21000;5;4200
2015;Distrito Federal;53000072;014;Realizada;3;3;Apartamento;11;3;Próprio – já pago;0;0;2;2;28000;3;9333
2015;Distrito Federal;53000250;009;Realizada;4;4;Casa;6;3;Alugado;1500;0;2;2;5800;4;1450
2015;Distrito Federal;53000277;010;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;2;8;788;1;788
2015;Distrito Federal;53000277;012;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;2;8;86;1;86
2015;Distrito Federal;53000366;009;Realizada;1;1;Apartamento;2;1;Alugado;530;0;2;8;1500;1;1500
2015;Distrito Federal;53000463;005;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;2;2;2638;3;879
2015;Distrito Federal;53000676;011;Realizada;4;3;Casa;6;3;Alugado;500;0;4;8;1182;4;295
2015;Distrito Federal;53000730;008;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;2;1500;1;1500
2015;Distrito Federal;53000790;008;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;4;2;2289;4;572
2015;Distrito Federal;53000838;005;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;2;788;2;394
2015;Distrito Federal;53000919;009;Realizada;5;4;Casa;5;3;Próprio – já pago;0;0;2;2;3876;5;775
2015;Distrito Federal;53000943;007;Realizada;3;2;Casa;4;1;Alugado;300;0;4;8;897;3;299
2015;Distrito Federal;53000986;005;Realizada;5;4;N/A;0;0;NA;0;0; ; ;3000;5;600
2015;Distrito Federal;53001060;008;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;8;6500;3;2166
2015;Distrito Federal;53001150;003;Realizada;5;3;Casa;6;2;Próprio – já pago;0;0;2;2;2500;5;500
2015;Distrito Federal;53001150;004;Realizada;6;1;Casa;4;1;Alugado;400;0;2;8;150;6;25
2015;Distrito Federal;53001206;013;Realizada;5;3;Casa;5;2;Alugado;10;0;2;8;1576;5;315
2015;Distrito Federal;53001362;008;Realizada;3;3;Casa;5;2;Alugado;800;0;2;2;4000;3;1333
2015;Distrito Federal;53001397;001;Realizada;5;5;Casa;9;4;Próprio – já pago;0;0;2;6;9788;5;1957
2015;Distrito Federal;53001400;016;Realizada;1;1;N/A;0;0;NA;0;0; ; ;1100;1;1100
2015;Distrito Federal;53001427;018;Realizada;3;3;Casa;7;3;Alugado;500;0;4;8;2250;3;750
2015;Distrito Federal;53001443;010;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;2;5000;3;1666
2015;Distrito Federal;53001486;002;Realizada;2;2;Apartamento;4;2;Alugado;1200;0;2;2;6000;2;3000
2015;Distrito Federal;53001656;007;Realizada;2;2;Apartamento;11;1;Próprio – já pago;0;0;2;2;16000;2;8000
2015;Distrito Federal;53001656;008;Realizada;3;3;Apartamento;10;2;Próprio – já pago;0;0;2;2;22000;3;7333
2015;Distrito Federal;53001753;003;Realizada;4;4;Casa;5;2;Alugado;800;0;4;8;4200;4;1050
2015;Distrito Federal;53001826;002;Realizada;3;2;Casa;8;2;Próprio – já pago;0;0;2;2;22000;3;7333
2015;Distrito Federal;53001842;004;Realizada;4;3;Casa;4;1;Alugado;550;0;4;2;2300;4;575
2015;Distrito Federal;53001877;004;Realizada;3;2;Casa;3;1;Próprio – já pago;0;0;2;8;1988;3;662
2015;Distrito Federal;53001877;006;Realizada;6;6;Casa;7;3;Alugado;700;0;2;2;1750;6;291
2015;Distrito Federal;53001885;004;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;2;5300;2;2650
2015;Distrito Federal;53001893;015;Realizada;1;1;Casa;6;1;Alugado;1200;0;2;8;4000;1;4000
2015;Distrito Federal;53001893;016;Realizada;1;1;Apartamento;5;1;Alugado;750;0;2;4;4500;1;4500
2015;Distrito Federal;53002032;011;Realizada;4;3;Casa;7;2;Próprio – já pago;0;0;2;2;5050;4;1262
2015;Distrito Federal;53002040;004;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;3500;3;1166
2015;Distrito Federal;53002067;003;Realizada;1;1;Apartamento;5;1;Próprio – ainda pagando;0;175;2;8;1600;1;1600
2015;Distrito Federal;53002083;011;Realizada;3;2;Casa;5;2;Alugado;550;0;2;2;9000;3;3000
2015;Distrito Federal;53002091;014;Realizada;4;4;Casa;5;3;Próprio – já pago;0;0;4;8;1723;4;430
2015;Rondônia;11000031;003;Realizada;3;3;Casa;5;2;Alugado;400;0;4;8;788;3;262
2015;Rondônia;11000040;010;Realizada;5;5;Casa;5;3;Próprio – já pago;0;0;4;4;1500;5;300
2015;Rondônia;11000198;001;Realizada;4;4;Casa;5;2;Cedido de outra forma;0;0;2;4;3038;4;759
2015;Rondônia;11000295;003;Realizada;2;2;Casa;5;1;Próprio – ainda pagando;0;900;2;6;2150;2;1075
2015;Rondônia;11000295;012;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;4;2288;2;1144
2015;Rondônia;11000392;010;Realizada;3;2;Casa;5;2;Alugado;250;0;2;8;1120;3;373
2015;Rondônia;11000490;006;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;6;2676;2;1338
2015;Rondônia;11000589;018;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;2;3476;3;1158
2015;Rondônia;11000724;018;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;2;2800;2;1400
2015;Rondônia;11000805;018;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;8;2300;4;575
2015;Rondônia;11000856;007;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;2;2;8000;2;4000
