Ano de referência;Unidade da Federação;Número de controle;Número de série;Tipo de entrevista;Total de moradores;Total de moradores de 10 anos ou mais;Tipo do domicílio;Número de cômodos do domicílio;Número de cômodos servindo de dormitório;Condição de ocupação do domicílio;Aluguel mensal pago no mês de referência;Prestação mensal paga no mês de referência;Tem acesso à Internet no próprio domicilio;Tem carro ou motocicleta de uso pessoal;Rendimento mensal domiciliar;Número de componentes do domícilio;Rendimento mensal domiciliar per capita
2015;Bahia;29004454;016;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;700;1;700
2015;Bahia;29004683;011;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;8;1188;2;594
2015;Bahia;29004756;007;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;1576;2;788
2015;Bahia;29005060;033;Realizada;2;2;Apartamento;6;2;Alugado;1200;0;2;2;3800;2;1900
2015;Bahia;29005124;014;Realizada;1;1;Casa;3;1;Cedido de outra forma;0;0;2;8;647;1;647
2015;Bahia;29005175;009;Realizada;4;3;Apartamento;6;2;Alugado;450;0;2;8;3300;4;825
2015;Bahia;29005353;008;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;2;1576;1;1576
2015;Bahia;29005450;001;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;8;3076;3;1025
2015;Bahia;29005582;016;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;8;4090;3;1363
2015;Bahia;29005590;002;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Bahia;29005728;003;Realizada;2;1;Casa;4;2;Cedido de outra forma;0;0;2;8;1123;2;561
2015;Bahia;29006104;008;Realizada;3;2;Apartamento;5;2;Alugado;600;0;2;2;6065;3;2021
2015;Bahia;29006350;004;Realizada;3;3;Apartamento;10;3;Próprio – já pago;0;0;2;2;25000;3;8333
2015;Bahia;29006368;013;Realizada;2;2;Apartamento;9;2;Próprio – já pago;0;0;2;2;22200;2;11100
2015;Bahia;29006414;013;Realizada;3;2;Casa;5;1;Alugado;370;0;2;8;1688;3;562
2015;Bahia;29006430;012;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;6;6288;3;2096
2015;Bahia;29006481;014;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;4;2212;3;737
2015;Bahia;29006520;014;Realizada;4;4;Casa;8;4;Próprio – já pago;0;0;4;8;3152;4;788
2015;Bahia;29006686;008;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;4;1576;2;788
2015;Bahia;29006775;011;Realizada;4;3;Casa;10;3;Próprio – já pago;0;0;4;8;1720;4;430
2015;Bahia;29006996;005;Realizada;1;1;Apartamento;5;1;Cedido de outra forma;0;0;2;4;1800;1;1800
2015;Bahia;29007208;007;Realizada;4;2;Casa;3;1;Cedido de outra forma;0;0;4;8;400;4;100
2015;Bahia;29073162;014;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;2;2;5788;2;2894
2015;Minas Gerais;31000010;018;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;2;1800;1;1800
2015;Minas Gerais;31000118;003;Realizada;5;2;Casa;7;2;Alugado;500;0;4;2;1634;5;326
2015;Minas Gerais;31000274;002;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Minas Gerais;31000290;015;Realizada;1;1;Casa;9;1;Próprio – já pago;0;0;4;8;2200;1;2200
2015;Minas Gerais;31000320;004;Realizada;3;3;Casa;6;2;Alugado;250;0;4;8;400;3;133
2015;Minas Gerais;31000541;007;Realizada;2;2;Apartamento;7;2;Próprio – já pago;0;0;2;6;16600;2;8300
2015;Minas Gerais;31000622;004;Realizada;1;1;Apartamento;9;1;Próprio – já pago;0;0;2;2;21000;1;21000
2015;Minas Gerais;31000690;011;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Minas Gerais;31000754;007;Realizada;3;3;Casa;5;2;Alugado;350;0;2;8;1247;3;415
2015;Minas Gerais;31000797;013;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;2;2;1988;3;662
2015;Minas Gerais;31000800;006;Realizada;2;2;Apartamento;10;1;Próprio – já pago;0;0;2;2;6900;2;3450
2015;Minas Gerais;31000843;009;Realizada;1;1;Casa;4;1;Cedido de outra forma;0;0;4;2;1088;1;1088
2015;Minas Gerais;31000916;005;Realizada;2;2;Casa;15;1;Próprio – já pago;0;0;2;6;15200;2;7600
2015;Minas Gerais;31000983;010;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;2;2;2000;3;666
2015;Minas Gerais;31001068;006;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;2288;2;1144
2015;Minas Gerais;31001165;010;Realizada;1;1;Apartamento;7;1;Próprio – já pago;0;0;2;2;1500;1;1500
2015;Minas Gerais;31001190;018;Realizada;4;3;Apartamento;10;3;Próprio – já pago;0;0;2;2;11368;4;2842
2015;Minas Gerais;31001238;005;Realizada;2;2;Apartamento;10;2;Próprio – já pago;0;0;2;2;3648;2;1824
2015;Minas Gerais;31001319;003;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;2;8;3396;3;1132
2015;Minas Gerais;31001378;017;Realizada;1;1;Cômodo;1;1;Alugado;270;0;4;2;3275;1;3275
2015;Minas Gerais;31001424;002;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;2;8;1200;3;400
2015;Minas Gerais;31001467;017;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;4;2;3688;3;1229
2015;Minas Gerais;31001505;002;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;6;4750;4;1187
2015;Minas Gerais;31001513;002;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;500;1;500
2015;Minas Gerais;31001530;006;Realizada;5;4;Apartamento;6;2;Alugado;500;0;2;2;5650;5;1130
2015;Minas Gerais;31001530;012;Realizada;3;2;Apartamento;5;2;Próprio – ainda pagando;0;400;2;6;7500;3;2500
2015;Minas Gerais;31001602;003;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;1676;3;558
2015;Minas Gerais;31001653;001;Realizada;2;2;Apartamento;6;2;Próprio – já pago;0;0;4;8;1900;2;950
2015;Minas Gerais;31001734;003;Realizada;4;4;Casa;6;2;Alugado;500;0;2;2;2208;4;552
2015;Minas Gerais;31001777;004;Realizada;2;2;Apartamento;5;1;Próprio – ainda pagando;0;200;2;8;2800;2;1400
2015;Minas Gerais;31001777;015;Realizada;3;3;Apartamento;5;2;Próprio – ainda pagando;0;150;2;2;5300;3;1766
2015;Minas Gerais;31001807;014;Realizada;3;2;Casa;5;1;Alugado;480;0;2;2;1500;3;500
2015;Minas Gerais;31001904;009;Realizada;2;2;Apartamento;5;2;Cedido por empregador;0;0;2;8;1577;2;788
2015;Minas Gerais;31002099;010;Realizada;5;4;Casa;5;3;Próprio – já pago;0;0;2;8;956;5;191
2015;Minas Gerais;31002242;013;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;6;800;2;400
2015;Minas Gerais;31002340;016;Realizada;5;5;Casa;7;3;Próprio – já pago;0;0;4;8;2400;5;480
2015;Minas Gerais;31002730;007;Realizada;2;2;Apartamento;6;1;Próprio – já pago;0;0;4;8;1800;2;900
2015;Minas Gerais;31002765;005;Realizada;5;4;Casa;5;2;Próprio – já pago;0;0;2;8;1600;5;320
2015;Minas Gerais;31002935;008;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;3400;3;1133
2015;Minas Gerais;31002935;011;Realizada;3;2;Casa;3;1;Próprio – já pago;0;0;2;4;1200;3;400
2015;Minas Gerais;31002960;014;Realizada;3;2;Apartamento;9;1;Próprio – já pago;0;0;2;6;4800;3;1600
2015;Minas Gerais;31003028;001;Realizada;2;2;Apartamento;5;1;Alugado;900;0;2;2;4200;2;2100
2015;Minas Gerais;31003060;015;Realizada;4;4;Casa;6;2;Alugado;1700;0;2;6;1500;4;375
2015;Minas Gerais;31003109;014;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;2;1500;4;375
2015;Minas Gerais;31003117;001;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;8;2100;3;700
2015;Minas Gerais;31003117;012;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;2;3188;3;1062
2015;Minas Gerais;31003230;012;Realizada;2;2;Casa;12;2;Próprio – já pago;0;0;4;2;3076;2;1538
2015;Minas Gerais;31003419;010;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;4;2;1576;2;788
2015;Minas Gerais;31003613;012;Realizada;2;2;Apartamento;6;1;Próprio – já pago;0;0;4;2;6000;2;3000
2015;Minas Gerais;31003613;016;Realizada;3;3;Casa;8;2;Próprio – já pago;0;0;4;4;3300;3;1100
2015;Minas Gerais;31003664;010;Realizada;3;3;Casa;10;2;Alugado;1400;0;2;2;11882;3;3960
2015;Minas Gerais;31003761;011;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;8;1250;4;312
2015;Minas Gerais;31003907;001;Realizada;2;1;Casa;5;2;Próprio – já pago;0;0;2;8;980;2;490
2015;Minas Gerais;31004024;006;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;2;3390;4;847
2015;Minas Gerais;31004032;008;Realizada;3;2;Casa;5;2;Cedido de outra forma;0;0;4;8;1688;3;562
2015;Minas Gerais;31004059;014;Realizada;3;2;Casa;7;2;Alugado;750;0;2;2;2700;3;900
2015;Minas Gerais;31004121;004;Realizada;5;4;Casa;11;2;Próprio – já pago;0;0;2;6;13345;5;2669
2015;Minas Gerais;31004270;020;Realizada;6;4;Casa;6;2;Próprio – já pago;0;0;4;8;2473;6;412
2015;Minas Gerais;31004326;014;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;4;8;150;3;50
2015;Minas Gerais;31004342;017;Realizada;4;4;Casa;7;2;Próprio – já pago;0;0;2;4;5476;4;1369
2015;Minas Gerais;31004504;008;Realizada;1;1;Casa;9;1;Próprio – já pago;0;0;4;8;2500;1;2500
2015;Minas Gerais;31004512;017;Realizada;3;2;Apartamento;5;2;Próprio – ainda pagando;0;160;2;2;3360;3;1120
2015;Minas Gerais;31004580;017;Realizada;5;3;Casa;6;3;Próprio – já pago;0;0;2;6;4088;5;817
2015;Minas Gerais;31004598;005;Realizada;4;3;Apartamento;5;2;Próprio – já pago;0;0;2;2;2056;4;514
2015;Minas Gerais;31004806;003;Realizada;4;4;Casa;6;3;Próprio – ainda pagando;0;400;2;2;3270;4;817
2015;Minas Gerais;31004849;008;Realizada;3;2;Apartamento;8;2;Alugado;550;0;2;8;3176;3;1058
2015;Minas Gerais;31004954;015;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Minas Gerais;31004962;028;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;1860;3;620
2015;Minas Gerais;31005020;005;Realizada;1;1;Casa;4;1;Alugado;300;0;2;4;788;1;788
2015;Minas Gerais;31005225;011;Realizada;3;2;Casa;8;2;Próprio – ainda pagando;0;615;2;2;4500;3;1500
2015;Minas Gerais;31005373;007;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;2;4;2764;5;552
2015;Minas Gerais;31005403;005;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;2;2;3200;1;3200
2015;Minas Gerais;31005594;012;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;2;1300;1;1300
2015;Minas Gerais;31005675;013;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;2;2;2230;2;1115
2015;Minas Gerais;31005691;007;Realizada;2;1;Casa;5;2;Próprio – já pago;0;0;2;6;1658;2;829
2015;Minas Gerais;31005705;015;Realizada;4;4;Casa;11;3;Próprio – já pago;0;0;2;2;9000;4;2250
2015;Minas Gerais;31005756;018;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;2;8;4688;2;2344
2015;Minas Gerais;31005780;001;Realizada;5;5;Casa;5;2;Próprio – já pago;0;0;4;4;2796;5;559
2015;Minas Gerais;31005799;007;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Minas Gerais;31005926;012;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;2;2;4788;3;1596
2015;Minas Gerais;31006086;010;Realizada;4;4;Casa;7;2;Próprio – já pago;0;0;2;8;4638;4;1159
2015;Minas Gerais;31006116;004;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;8;788;4;197
2015;Minas Gerais;31006213;001;Realizada;2;2;Casa;16;2;Próprio – já pago;0;0;4;2;2500;2;1250
2015;Minas Gerais;31006221;002;Realizada;3;3;Casa;7;2;Alugado;1200;0;4;2;7000;3;2333
2015;Minas Gerais;31006280;002;Realizada;6;6;Casa;6;2;Próprio – já pago;0;0;4;6;3076;6;512
2015;Minas Gerais;31006302;006;Realizada;4;4;Casa;5;2;Alugado;150;0;2;8;880;4;220
2015;Minas Gerais;31006302;009;Realizada;4;3;Casa;4;2;Próprio – já pago;0;0;4;8;4330;4;1082
2015;Minas Gerais;31006540;015;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Minas Gerais;31006744;004;Realizada;1;1;Casa;6;1;Alugado;350;0;2;4;920;1;920
2015;Minas Gerais;31006795;010;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;2;1778;2;889
2015;Minas Gerais;31006841;004;Realizada;4;4;Apartamento;7;3;Próprio – já pago;0;0;4;2;3500;4;875
2015;Minas Gerais;31006841;012;Realizada;4;4;Casa;5;2;Próprio – ainda pagando;0;850;2;2;3200;4;800
2015;Minas Gerais;31006892;007;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;2;2;420;4;105
2015;Minas Gerais;31007082;006;Realizada;5;5;Casa;6;2;Próprio – já pago;0;0;4;2;1200;5;240
2015;Minas Gerais;31007180;011;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;2;8;1115;3;371
2015;Minas Gerais;31007236;008;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;4;8;788;2;394
2015;Minas Gerais;31007295;006;Realizada;5;5;Casa;8;2;Próprio – já pago;0;0;2;2;6573;5;1314
2015;Minas Gerais;31007392;011;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Minas Gerais;31007392;012;Realizada;3;2;Casa;5;1;Cedido de outra forma;0;0;4;2;2300;3;766
2015;Minas Gerais;31007414;015;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;6;2376;3;792
2015;Minas Gerais;31007430;002;Realizada;1;1;Apartamento;7;1;Alugado;600;0;4;8;2364;1;2364
2015;Minas Gerais;31007457;008;Realizada;2;2;Casa;5;2;Alugado;480;0;2;4;1638;2;819
2015;Minas Gerais;31007473;001;Realizada;3;2;Casa;6;2;Alugado;300;0;2;8;1576;3;525
2015;Minas Gerais;31007473;012;Realizada;2;2;Casa;4;1;Alugado;350;0;4;8;1288;2;644
2015;Minas Gerais;31007490;009;Realizada;3;2;Casa;4;1;Alugado;300;0;2;8;1000;3;333
2015;Minas Gerais;31007546;009;Realizada;1;1;Apartamento;6;1;Próprio – já pago;0;0;2;2;3000;1;3000
2015;Minas Gerais;31007686;002;Realizada;6;4;Casa;9;4;Alugado;1560;0;2;2;4500;6;750
2015;Minas Gerais;31007732;005;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;4;8;1800;4;450
2015;Minas Gerais;31007848;010;Realizada;3;2;Apartamento;10;2;Próprio – ainda pagando;0;1000;2;2;10000;3;3333
2015;Minas Gerais;31007961;010;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;2;1800;2;900
2015;Minas Gerais;31007970;004;Realizada;8;6;Casa;6;3;Próprio – já pago;0;0;2;2;5206;8;650
2015;Minas Gerais;31008097;014;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;2;6;1858;4;464
2015;Minas Gerais;31008127;010;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;400;1;400
2015;Espírito Santo;32000022;003;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;2;2;4000;2;2000
2015;Espírito Santo;32000057;002;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;4;1576;2;788
2015;Espírito Santo;32000073;002;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Espírito Santo;32000138;004;Realizada;4;4;Casa;8;3;Alugado;350;0;2;4;838;4;209
2015;Espírito Santo;32000286;002;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;2;1700;2;850
2015;Espírito Santo;32000359;007;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;8;1988;2;994
2015;Espírito Santo;32000529;014;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;2776;3;925
2015;Espírito Santo;32000545;001;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;2;3918;2;1959
2015;Espírito Santo;32000561;004;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;8;1800;4;450
2015;Espírito Santo;32000588;013;Realizada;3;2;Casa;5;2;Cedido de outra forma;0;0;2;2;2400;3;800
2015;Espírito Santo;32000790;001;Realizada;5;5;Casa;5;2;Próprio – já pago;0;0;2;2;3300;5;660
2015;Espírito Santo;32000898;007;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Espírito Santo;32000910;013;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;4;1400;2;700
2015;Espírito Santo;32001010;009;Realizada;3;3;Apartamento;7;3;Alugado;530;0;2;4;1988;3;662
2015;Espírito Santo;32001045;007;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;4;8;2476;3;825
2015;Espírito Santo;32001142;011;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;900;1;900
2015;Espírito Santo;32001401;006;Realizada;4;2;Casa;7;3;Próprio – já pago;0;0;2;2;3700;4;925
2015;Espírito Santo;32001410;007;Realizada;2;2;Casa;10;1;Próprio – já pago;0;0;4;8;810;2;405
2015;Espírito Santo;32001703;003;Realizada;1;1;Casa;5;1;Alugado;300;0;2;8;1400;1;1400
2015;Espírito Santo;32001762;015;Realizada;3;2;Apartamento;5;2;Próprio – já pago;0;0;2;2;1500;3;500
2015;Rio de Janeiro;33000107;004;Realizada;1;1;Casa;2;1;Próprio – já pago;0;0;4;8;789;1;789
2015;Rio de Janeiro;33000298;011;Realizada;4;2;Casa;6;2;Próprio – já pago;0;0;4;8;2400;4;600
2015;Rio de Janeiro;33000433;013;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;2;5000;3;1666
2015;Rio de Janeiro;33000654;005;Realizada;2;1;Casa;8;2;Próprio – já pago;0;0;2;8;3000;2;1500
2015;Rio de Janeiro;33000778;008;Realizada;2;2;Casa;4;1;Alugado;450;0;2;8;1500;2;750
2015;Rio de Janeiro;33000824;006;Realizada;1;1;Casa;4;1;Cedido de outra forma;0;0;4;8;10;1;10
2015;Rio de Janeiro;33000859;003;Realizada;4;2;Casa;3;2;Próprio – já pago;0;0;2;8;2620;4;655
2015;Rio de Janeiro;33000891;001;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;4;4;1225;3;408
2015;Rio de Janeiro;33000891;002;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;6;788;1;788
2015;Rio de Janeiro;33000913;002;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;4;8;1400;2;700
2015;Rio de Janeiro;33000956;002;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Rio de Janeiro;33000956;014;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;1638;3;546
2015;Rio de Janeiro;33001081;002;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;1500;2;750
2015;Rio de Janeiro;33001138;004;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;8;1500;4;375
2015;Rio de Janeiro;33001197;011;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;950;1;950
2015;Rio de Janeiro;33001219;013;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;2;8;1600;1;1600
2015;Rio de Janeiro;33001219;014;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;2;2600;2;1300
2015;Rio de Janeiro;33001227;009;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;8;1600;1;1600
2015;Rio de Janeiro;33001510;001;Realizada;4;4;Casa;5;3;Próprio – já pago;0;0;4;2;2876;4;719
2015;Rio de Janeiro;33001537;006;Realizada;1;1;Casa;5;1;Cedido de outra forma;0;0;2;8;1800;1;1800
2015;Rio de Janeiro;33001553;004;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;2;6;6000;3;2000
2015;Rio de Janeiro;33001553;011;Realizada;2;2;Apartamento;5;2;Alugado;600;0;2;2;4000;2;2000
2015;Rio de Janeiro;33001561;015;Realizada;4;2;Casa;4;1;Próprio – já pago;0;0;2;8;1294;4;323
2015;Rio de Janeiro;33001715;015;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Rio de Janeiro;33001731;015;Realizada;2;2;Casa;3;1;Alugado;300;0;4;8;1988;2;994
2015;Rio de Janeiro;33001740;007;Realizada;5;3;Casa;5;2;Próprio – já pago;0;0;2;8;2180;5;436
2015;Rio de Janeiro;33001766;031;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;2;2;2500;3;833
2015;Rio de Janeiro;33001812;008;Realizada;5;5;Casa;5;2;Cedido por empregador;0;0;2;2;5200;5;1040
2015;Rio de Janeiro;33001910;006;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;4200;3;1400
2015;Rio de Janeiro;33001936;002;Realizada;3;3;Apartamento;6;3;Alugado;700;0;2;8;2088;3;696
2015;Rio de Janeiro;33001960;014;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;6;4788;2;2394
2015;Rio de Janeiro;33002002;014;Realizada;5;5;Casa;9;4;Próprio – já pago;0;0;2;2;7788;5;1557
2015;Rio de Janeiro;33002029;013;Realizada;4;3;Casa;4;1;Próprio – já pago;0;0;2;2;1400;4;350
2015;Rio de Janeiro;33002126;014;Realizada;2;2;Apartamento;10;1;Próprio – já pago;0;0;2;2;2200;2;1100
2015;Rio de Janeiro;33002142;015;Realizada;2;2;Apartamento;8;2;Próprio – já pago;0;0;4;8;4400;2;2200
2015;Rio de Janeiro;33002258;009;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;4;8;0;3;0
2015;Rio de Janeiro;33002258;017;Realizada;7;6;Casa;7;2;Próprio – já pago;0;0;2;2;10;7;10
2015;Rio de Janeiro;33002266;012;Realizada;1;1;Apartamento;4;1;Próprio – já pago;0;0;4;8;10;1;10
2015;Rio de Janeiro;33002355;002;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;2;6000;3;2000
2015;Rio de Janeiro;33002355;015;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;2;4;2200;3;733
2015;Rio de Janeiro;33002398;003;Realizada;5;4;Casa;6;2;Próprio – já pago;0;0;2;8;2888;5;577
2015;Rio de Janeiro;33002398;015;Realizada;3;1;Casa;5;1;Próprio – já pago;0;0;2;8;559;3;186
2015;Rio de Janeiro;33002517;002;Realizada;3;3;Casa;5;3;Próprio – já pago;0;0;2;8;1458;3;486
2015;Rio de Janeiro;33002657;003;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;4;8;858;3;286
2015;Rio de Janeiro;33002665;014;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;4;8;3964;3;1321
2015;Rio de Janeiro;33002789;016;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1500;1;1500
2015;Rio de Janeiro;33002959;010;Realizada;3;2;Casa;5;2;Próprio – ainda pagando;0;1200;2;2;2200;3;733
2015;Rio de Janeiro;33003076;010;Realizada;2;2;N/A;0;0;NA;0;0; ; ;2200;2;1100
2015;Rio de Janeiro;33003190;012;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;2;6;10;1;10
2015;Rio de Janeiro;33003246;013;Realizada;1;1;Apartamento;7;1;Alugado;3000;0;2;8;10200;1;10200
2015;Rio de Janeiro;33003289;004;Realizada;1;1;Apartamento;4;1;Próprio – já pago;0;0;2;8;10000;1;10000
2015;Rio de Janeiro;33003300;015;Realizada;3;3;Apartamento;7;2;Alugado;3700;0;2;8;16800;3;5600
2015;Rio de Janeiro;33003327;002;Realizada;3;3;Apartamento;7;2;Próprio – já pago;0;0;2;2;11000;3;3666
2015;Rio de Janeiro;33003491;015;Realizada;1;1;Apartamento;5;1;Alugado;2200;0;4;8;2500;1;2500
2015;Rio de Janeiro;33003629;014;Realizada;1;1;Apartamento;5;1;Alugado;1577;0;2;8;2000;1;2000
2015;Rio de Janeiro;33003645;011;Realizada;1;1;Apartamento;8;1;Próprio – já pago;0;0;2;2;6500;1;6500
2015;Rio de Janeiro;33003670;003;Realizada;4;4;Apartamento;10;2;Próprio – já pago;0;0;2;2;20900;4;5225
2015;Rio de Janeiro;33003963;003;Realizada;3;3;Apartamento;5;2;Próprio – já pago;0;0;2;2;11076;3;3692
2015;Rio de Janeiro;33003963;017;Realizada;4;2;Apartamento;7;2;Próprio – já pago;0;0;2;2;11500;4;2875
2015;Rio de Janeiro;33003971;009;Realizada;3;2;Apartamento;8;2;Próprio – já pago;0;0;2;6;5500;3;1833
2015;Rio de Janeiro;33004030;005;Realizada;3;3;Apartamento;5;2;Próprio – já pago;0;0;2;8;2500;3;833
2015;Rio de Janeiro;33004048;014;Realizada;2;2;Casa;5;1;Cedido de outra forma;0;0;4;8;1200;2;600
2015;Rio de Janeiro;33004072;006;Realizada;1;1;Apartamento;5;1;Próprio – já pago;0;0;2;8;1100;1;1100
2015;Rio de Janeiro;33004102;008;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;2;8;5500;2;2750
2015;Rio de Janeiro;33004188;005;Realizada;4;3;Casa;5;2;Alugado;1000;0;2;2;4988;4;1247
2015;Rio de Janeiro;33004200;013;Realizada;3;2;Casa;5;2;Alugado;700;0;2;8;1638;3;546
2015;Rio de Janeiro;33004218;016;Realizada;2;1;Casa;5;1;Alugado;290;0;2;8;1200;2;600
2015;Rio de Janeiro;33004374;005;Realizada;3;2;Apartamento;5;2;Próprio – já pago;0;0;2;2;8800;3;2933
2015;Rio de Janeiro;33004382;009;Realizada;3;3;Apartamento;7;2;Próprio – já pago;0;0;2;2;6900;3;2300
2015;Rio de Janeiro;33004684;019;Realizada;6;6;Casa;8;4;Alugado;660;0;2;8;4950;6;825
2015;Rio de Janeiro;33004773;004;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;2;2;4000;3;1333
2015;Rio de Janeiro;33004773;020;Realizada;3;3;Casa;3;1;Próprio – já pago;0;0;2;8;2800;3;933
2015;Rio de Janeiro;33004811;012;Realizada;5;5;Casa;7;3;Próprio – já pago;0;0;4;8;900;5;180
2015;Rio de Janeiro;33004820;002;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;4;8;905;2;452
2015;Rio de Janeiro;33004935;013;Realizada;5;5;Casa;5;2;Próprio – já pago;0;0;2;8;2400;5;480
2015;Rio de Janeiro;33004986;003;Realizada;1;1;Casa;2;1;Alugado;250;0;4;8;500;1;500
2015;Rio de Janeiro;33004994;004;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;4;8;3693;3;1231
2015;Rio de Janeiro;33004994;011;Realizada;6;5;Casa;8;2;Próprio – já pago;0;0;4;2;2310;6;385
2015;Rio de Janeiro;33005028;006;Realizada;1;1;Apartamento;5;1;Próprio – já pago;0;0;2;8;1200;1;1200
